PNA;NAZWA PLACÓWKI;MIEJSCOWOŚĆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
98-354;AP Radoszewice k. Wielunia;Radoszewice;Powstania Styczniowego;1;Siemkowice;pajęczański;łódzkie
26-230;UP Radoszyce;Radoszyce;Żeromskiego;28;Radoszyce;konecki;świętokrzyskie
26-230;AP Radoszyce;Radoszyce;Spółdzielcza;1;Radoszyce;konecki;świętokrzyskie
37-550;UP Radymno;Radymno;Rynek;22;Radymno;jarosławski;podkarpackie
06-540;UP Radzanów n. Wkrą;Radzanów;Mławska;4;Radzanów;mławski;mazowieckie
09-135;FUP Radzanów n. Wkrą;Siemiątkowo;Al. Władysława Reymonta;3;Siemiątkowo;żuromiński;mazowieckie
06-550;FUP Radzanów n. Wkrą;Szreńsk;Rynek;12;Szreńsk;mławski;mazowieckie
26-342;AP Radzice Duże;Radzice Duże;;46;Drzewica;opoczyński;łódzkie
89-110;AP Radzicz;Radzicz;;39a;Sadki;nakielski;kujawsko-pomorskie
34-381;UP Radziechowy k. Żywca;Radziechowy;św. Marcina;1301;Radziechowy-Wieprz;żywiecki;śląskie
11-602;AP Radzieje;Radzieje;Węgorzewska;26;Węgorzewo;węgorzewski;warmińsko-mazurskie
88-200;UP Radziejów;Radziejów;Rynek;2;Radziejów;radziejowski;kujawsko-pomorskie
88-210;FUP Radziejów;Dobre;Dworcowa;6;Dobre;radziejowski;kujawsko-pomorskie
88-220;FUP Radziejów;Osięciny;Ks. Matuszewskiego;1;Osięciny;radziejowski;kujawsko-pomorskie
41-922;UP Radzionków 1;Radzionków;ks. dr. Józefa Knosały;61A;Radzionków;tarnogórski;śląskie
41-922;FUP Radzionków 1;Radzionków;Unii Europejskiej;1;Radzionków;tarnogórski;śląskie
41-922;FUP Radzionków 1;Radzionków;św. Wojciecha;39;Radzionków;tarnogórski;śląskie
05-250;UP Radzymin;Radzymin;Jana Pawła II Al.;6;Radzymin;wołomiński;mazowieckie
05-255;FUP Radzymin;Stare Załubice;Mazowiecka;10;Radzymin;wołomiński;mazowieckie
05-253;AP Radzymin;Radzymin;1 Maja;2;Radzymin;wołomiński;mazowieckie
05-256;AP Radzymin;Radzymin;Weteranów;31;Radzymin;wołomiński;mazowieckie
87-220;UP Radzyń Chełmiński;Radzyń Chełmiński;pl. Towarzystwa Jaszczurczego;22;Radzyń Chełmiński;grudziądzki;kujawsko-pomorskie
21-300;AP Radzyń Podlaski;Radzyń Podlaski;al. Tysiąclecia;1 C;Radzyń Podlaski;radzyński;lubelskie
21-300;UP Radzyń Podlaski 1;Radzyń Podlaski;Jarosława Dąbrowskiego;18;Radzyń Podlaski;radzyński;lubelskie
21-345;FUP Radzyń Podlaski 1;Borki;Wojska Polskiego;41A;Borki;radzyński;lubelskie
21-306;FUP Radzyń Podlaski 1;Czemierniki;Rynek;14;Czemierniki;radzyński;lubelskie
21-315;FUP Radzyń Podlaski 1;Radzyń Podlaski;Stefana Wyszyńskiego;18;Radzyń Podlaski;radzyński;lubelskie
21-307;FUP Radzyń Podlaski 1;Stok;;7;Ulan-Majorat;radzyński;lubelskie
34-370;UP Rajcza k. Żywca;Rajcza;Parkowa;2A;Rajcza;żywiecki;śląskie
19-207;AP Rajgród;Rajgród;Warszawska;54;Rajgród;grajewski;podlaskie
62-067;UP Rakoniewice;Rakoniewice;Pocztowa;16;Rakoniewice;grodziski;wielkopolskie
59-600;AP Rakowice Wielkie;Rakowice Wielkie;;14;Lwówek Śląski;lwówecki;dolnośląskie
26-035;UP Raków k. Staszowa;Raków;Plac Wolności;14;Raków;kielecki;świętokrzyskie
23-415;AP Rakówka;Rakówka;;65;Księżpol;biłgorajski;lubelskie
37-111;UP Rakszawa;Rakszawa;;341;Rakszawa;łańcucki;podkarpackie
87-819;AP Rakutowo;Rakutowo;;3;Kowal;włocławski;kujawsko-pomorskie
11-011;AP Ramsowo;Ramsowo;;28 A;Barczewo;olsztyński;warmińsko-mazurskie
36-130;UP Raniżów;Raniżów;rynek Rynek;16;Raniżów;kolbuszowski;podkarpackie
63-440;UP Raszków;Raszków;Pleszewska;12;Raszków;ostrowski;wielkopolskie
47-150;AP Raszowa;Raszowa;Góry Świętej Anny;86;Leśnica;strzelecki;opolskie
05-090;UP Raszyn;Raszyn;Szkolna;15;Raszyn;pruszkowski;mazowieckie
05-094;FUP Raszyn;Janki;pl. Szwedzki;3;Raszyn;pruszkowski;mazowieckie
05-090;AP Raszyn;Raszyn;Godebskiego;58;Raszyn;pruszkowski;mazowieckie
28-133;AP Rataje;Rataje Karskie (Rataje);;19 B;Pacanów;buski;świętokrzyskie
24-350;AP Ratoszyn Drugi;Ratoszyn Drugi;;193;Chodel;opolski;lubelskie
96-200;UP Rawa Mazowiecka;Rawa Mazowiecka;Kościuszki;6;Rawa Mazowiecka;rawski;łódzkie
96-230;FUP Rawa Mazowiecka;Biała Rawska;Mickiewicza;10;Biała Rawska;rawski;łódzkie
96-214;FUP Rawa Mazowiecka;Cielądz;;110/III/14;Cielądz;rawski;łódzkie
96-201;FUP Rawa Mazowiecka;Rawa Mazowiecka;Cmentarna;1;Rawa Mazowiecka;rawski;łódzkie
96-206;FUP Rawa Mazowiecka;Sadkowice;;129 a;Sadkowice;rawski;łódzkie
96-200;AP Rawa Mazowiecka;Rawa Mazowiecka;Kazimierza Wielkiego;34/17;Rawa Mazowiecka;rawski;łódzkie
63-903;AP Rawicz;Rawicz;Henryka Sienkiewicza;2;Rawicz;rawicki;wielkopolskie
63-906;AP Rawicz;Rawicz;Plac Wolności;16;Rawicz;rawicki;wielkopolskie
63-902;AP Rawicz;Rawicz (Sarnowa);Sarnowski Rynek;20/A;Rawicz;rawicki;wielkopolskie
63-900;UP Rawicz 1;Rawicz;Marszałka Józefa Piłsudskiego;9;Rawicz;rawicki;wielkopolskie
63-940;FUP Rawicz 1;Bojanowo;Mickiewicza;12;Bojanowo;rawicki;wielkopolskie
63-900;FUP Rawicz 1;Pakosław;Stanisława Mieszkowskiego;19;Pakosław;rawicki;wielkopolskie
63-920;FUP Rawicz 1;skrytki/przegródki;;;Pakosław;rawicki;wielkopolskie
63-901;FUP Rawicz 1;Rawicz;Bohaterów Westerplatte;1/4;Rawicz;rawicki;wielkopolskie
37-220;AP Rączyna;Rączyna;;bn;Kańczuga;przeworski;podkarpackie
69-108;AP Rąpice;Rąpice;Wojska Polskiego;27;Cybinka;słubicki;lubuskie
84-240;UP Reda;Reda;Gdańska;11;Reda;wejherowski;pomorskie
84-244;AP Reda;Reda;Długa;82;Reda;wejherowski;pomorskie
84-243;AP Reda;Reda;Kazimierska;8;Reda;wejherowski;pomorskie
84-240;AP Reda;Reda;Obwodowa;31A/8B;Reda;wejherowski;pomorskie
78-325;AP Redło;Redło;;33;Połczyn-Zdrój;świdwiński;zachodniopomorskie
19-306;AP Regielnica;Regielnica;;9;Ełk;ełcki;warmińsko-mazurskie
96-232;AP Regnów;Regnów;;96;Regnów;rawski;łódzkie
22-170;UP Rejowiec Fabryczny;Rejowiec Fabryczny;Wschodnia;18;Rejowiec Fabryczny;chełmski;lubelskie
22-170;FUP Rejowiec Fabryczny;Rejowiec Fabryczny;Ludwika Hirszfelda;6/1;Rejowiec Fabryczny;chełmski;lubelskie
22-360;UP Rejowiec Lubelski;Rejowiec;Henryka Dąbrowskiego;3;Rejowiec;chełmski;lubelskie
72-403;AP Rekowo;Rekowo;;24;Kamień Pomorski;kamieński;zachodniopomorskie
72-315;UP Resko;Resko;Wojska Polskiego;8;Resko;łobeski;zachodniopomorskie
11-440;UP Reszel;Reszel;Kolejowa;1;Reszel;kętrzyński;warmińsko-mazurskie
08-411;AP Rębków;Rębków;Starowiejska;67;Garwolin;garwoliński;mazowieckie
64-132;AP Robczysko;Robczysko;;2/A;Rydzyna;leszczyński;wielkopolskie
78-120;AP Robuń;Robuń;;7;Gościno;kołobrzeski;zachodniopomorskie
11-200;AP Rodnowo;Rodnowo;;17;Bartoszyce;bartoszycki;warmińsko-mazurskie
17-333;AP Rogacze;Rogacze;;18;Milejczyce;siemiatycki;podlaskie
62-022;AP Rogalinek;Rogalinek;Mostowa;10;Mosina;poznański;wielkopolskie
78-210;AP Rogowo;Rogowo;;19;Białogard;białogardzki;zachodniopomorskie
88-420;UP Rogowo Żnińskie;Rogowo;pl. Powstańców Wielkopolskich;24;Rogowo;żniński;kujawsko-pomorskie
66-210;AP Rogoziniec;Rogoziniec;;95a;Zbąszynek;świebodziński;lubuskie
64-610;AP Rogoźno;Rogoźno;Kościuszki;37;Rogoźno;obornicki;wielkopolskie
64-610;UP Rogoźno Wielkopolskie;Rogoźno;Wielka Poznańska;2;Rogoźno;obornicki;wielkopolskie
64-610;FUP Rogoźno Wielkopolskie;Ryczywół;Kolejowa;23;Ryczywół;obornicki;wielkopolskie
47-300;AP Rogów Opolski;Rogów Opolski;Bolesława Chrobrego;23;Krapkowice;krapkowicki;opolskie
55-050;AP Rogów Sobócki;Rogów Sobócki;Wrocławska;106;Sobótka;wrocławski;dolnośląskie
11-103;AP Rogóż;Rogóż;;19;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
88-111;AP Rojewice;Rojewice;;23;Rojewo;inowrocławski;kujawsko-pomorskie
88-111;UP Rojewo;Rojewo;;118;Rojewo;inowrocławski;kujawsko-pomorskie
97-221;UP Rokiciny;Rokiciny-Kolonia;Henryka Sienkiewicza;8;Rokiciny;tomaszowski;łódzkie
62-091;AP Rokietnica;Rokietnica;Trakt Napoleoński;11;Rokietnica;poznański;wielkopolskie
37-562;UP Rokietnica k. Przemyśla;Rokietnica;;626;Rokietnica;jarosławski;podkarpackie
59-226;AP Rokitki;Rokitki;;55;Chojnów;legnicki;dolnośląskie
59-500;AP Rokitnica;Rokitnica;;11a;Złotoryja;złotoryjski;dolnośląskie
21-504;UP Rokitno;Rokitno;;55;Rokitno;bialski;lubelskie
39-100;UP Ropczyce;Ropczyce;Księdza Doktora Jana Zwierza;1;Ropczyce;ropczycko-sędziszowski;podkarpackie
39-103;FUP Ropczyce;Ostrów;;35 a;Ostrów;ropczycko-sędziszowski;podkarpackie
39-100;FUP Ropczyce;Ropczyce;Józefa Piłsudskiego;35;Ropczyce;ropczycko-sędziszowski;podkarpackie
38-711;AP Ropienka;Ropienka;;11;Ustrzyki Dolne;bieszczadzki;podkarpackie
66-200;AP Rosin;Rosin;;22B;Świebodzin;świebodziński;lubuskie
64-730;AP Rosko;Rosko;Powstańców Wielkopolskich;17;Wieleń;czarnkowsko-trzcianecki;wielkopolskie
76-042;AP Rosnowo;Rosnowo;;6H;Manowo;koszaliński;zachodniopomorskie
59-216;AP Rosochata;Rosochata;;33;Kunice;legnicki;dolnośląskie
98-290;AP Rossoszyca;Rossoszyca;Warcka;31;Warta;sieradzki;łódzkie
58-253;AP Rościszów;Rościszów;;60;Pieszyce;dzierżoniowski;dolnośląskie
63-708;UP Rozdrażew;Rozdrażew;Dworcowa;4;Rozdrażew;krotoszyński;wielkopolskie
84-218;AP Rozłazino;Rozłazino;Długa;35;Łęczyce;wejherowski;pomorskie
47-171;AP Rozmierka;Rozmierka;Strzelecka;29B;Strzelce Opolskie;strzelecki;opolskie
26-914;AP Rozniszew;Rozniszew;;42;Magnuszew;kozienicki;mazowieckie
12-114;UP Rozogi;Rozogi;Rynek;3;Rozogi;szczycieński;warmińsko-mazurskie
97-340;UP Rozprza;Rozprza;Legionów Polskich;7;Rozprza;piotrkowski;łódzkie
58-150;AP Roztoka;Roztoka;3 Maja;55;Dobromierz;świdnicki;dolnośląskie
37-565;UP Roźwienica;Roźwienica;;62;Roźwienica;jarosławski;podkarpackie
14-229;AP Rożental;Rożental;;123;Lubawa;iławski;warmińsko-mazurskie
38-323;AP Rożnowice;Rożnowice;;388;Biecz;gorlicki;małopolskie
64-602;AP Rożnowo;Rożnowo;Franciszka Mickiewicza;1;Oborniki;obornicki;wielkopolskie
19-335;AP Rożyńsk Wielki;Rożyńsk Wielki;;26;Prostki;ełcki;warmińsko-mazurskie
13-113;AP Róg;Róg;;55;Janowo;nidzicki;warmińsko-mazurskie
38-450;AP Równe;Równe;Pocztowa;30;Dukla;krośnieński;podkarpackie
64-920;AP Róża Wielka;Róża Wielka;;55;Szydłowo;pilski;wielkopolskie
06-230;UP Różan;Różan;Warszawska;8;Różan;makowski;mazowieckie
06-231;FUP Różan;Młynarze;Ostrołęcka;22;Młynarze;makowski;mazowieckie
16-200;AP Różanystok;Różanystok;;6;Dąbrowa Białostocka;sokólski;podlaskie
74-400;AP Różańsko;Różańsko;;97;Dębno;myśliborski;zachodniopomorskie
07-102;AP Ruchna;Ruchna;;44b;Liw;węgrowski;mazowieckie
12-220;UP Ruciane-Nida 1;Ruciane-Nida;al. Wczasów;4 B;Ruciane-Nida;piski;warmińsko-mazurskie
12-221;FUP Ruciane-Nida 1;Ruciane-Nida;Kolejowa;2;Ruciane-Nida;piski;warmińsko-mazurskie
19-200;AP Ruda;Ruda;Szkolna;1;Grajewo;grajewski;podlaskie
39-310;AP Ruda;Ruda;;126 A;Radomyśl Wielki;mielecki;podkarpackie
41-709;AP Ruda Śląska;Ruda Śląska;Czarnoleśna;2;Ruda Śląska;Ruda Śląska;śląskie
41-709;AP Ruda Śląska;Ruda Śląska;Dunajewskiego;1/03;Ruda Śląska;Ruda Śląska;śląskie
41-718;AP Ruda Śląska;Ruda Śląska;Gwarecka;35;Ruda Śląska;Ruda Śląska;śląskie
41-708;AP Ruda Śląska;Ruda Śląska;Jacka;38;Ruda Śląska;Ruda Śląska;śląskie
41-703;AP Ruda Śląska;Ruda Śląska;Kłodnicka;56E;Ruda Śląska;Ruda Śląska;śląskie
41-716;AP Ruda Śląska;Ruda Śląska;11 Listopada;43;Ruda Śląska;Ruda Śląska;śląskie
41-715;AP Ruda Śląska;Ruda Śląska;1 Maja;310;Ruda Śląska;Ruda Śląska;śląskie
41-702;AP Ruda Śląska;Ruda Śląska;Obrońców Westerplatte;12-14;Ruda Śląska;Ruda Śląska;śląskie
41-711;AP Ruda Śląska;Ruda Śląska;Karola Szymanowskiego;8;Ruda Śląska;Ruda Śląska;śląskie
41-700;UP Ruda Śląska 1;Ruda Śląska;Wolności;8;Ruda Śląska;Ruda Śląska;śląskie
41-700;FUP Ruda Śląska 1;Ruda Śląska;1 Maja;370a;Ruda Śląska;Ruda Śląska;śląskie
41-700;FUP Ruda Śląska 1;Ruda Śląska;Raciborska;1;Ruda Śląska;Ruda Śląska;śląskie
41-700;FUP Ruda Śląska 1;Ruda Śląska;Ludomira Różyckiego;30;Ruda Śląska;Ruda Śląska;śląskie
41-706;UP Ruda Śląska 6;Ruda Śląska;Grodzka;4B/02;Ruda Śląska;Ruda Śląska;śląskie
41-713;FUP Ruda Śląska 6;Ruda Śląska;Solidarności;7;Ruda Śląska;Ruda Śląska;śląskie
41-707;UP Ruda Śląska 7;Ruda Śląska;Radoszowska;126;Ruda Śląska;Ruda Śląska;śląskie
41-717;FUP Ruda Śląska 7;Ruda Śląska;Franciszka Wilka;4b;Ruda Śląska;Ruda Śląska;śląskie
41-709;UP Ruda Śląska 9;Ruda Śląska;Piotra Niedurnego;77;Ruda Śląska;Ruda Śląska;śląskie
41-710;UP Ruda Śląska 10;Ruda Śląska;Jarosława Dąbrowskiego;8;Ruda Śląska;Ruda Śląska;śląskie
41-711;UP Ruda Śląska 11;Ruda Śląska;Edmunda Kokota;158;Ruda Śląska;Ruda Śląska;śląskie
41-712;UP Ruda Śląska 12;Ruda Śląska;Joanny;20;Ruda Śląska;Ruda Śląska;śląskie
41-712;FUP Ruda Śląska 12;Ruda Śląska;Kardynała Augusta Hlonda;18;Ruda Śląska;Ruda Śląska;śląskie
41-714;FUP Ruda Śląska 12;Ruda Śląska;Konstantego Latki;2;Ruda Śląska;Ruda Śląska;śląskie
26-680;AP Ruda Wielka;Ruda Wielka;Wierzbicka;2;Wierzbica;radomski;mazowieckie
67-320;AP Rudawica;Rudawica;;40;Żagań;żagański;lubuskie
16-327;AP Rudawka;Rudawka;;32A;Płaska;augustowski;podlaskie
17-123;AP Rudka;Rudka;Wola;17;Rudka;bielski;podlaskie
32-440;AP Rudnik;Rudnik;Centralna;205;Sułkowice;myślenicki;małopolskie
37-420;UP Rudnik n. Sanem;Rudnik nad Sanem;Rynek;65;Rudnik nad Sanem;niżański;podkarpackie
42-240;AP Rudniki;Rudniki;Szkolna;1D;Rędziny;częstochowski;śląskie
44-161;AP Rudno;Rudno;Gliwicka;42;Rudziniec;gliwicki;śląskie
21-140;AP Rudno;Rudno;Spacerowa;45;Michów;lubartowski;lubelskie
47-430;AP Rudy;Rudy;Rybnicka;33;Kuźnia Raciborska;raciborski;śląskie
43-394;AP Rudzica;Rudzica;;555;Jasienica;bielski;śląskie
44-160;UP Rudziniec;Rudziniec;Gliwicka;75;Rudziniec;gliwicki;śląskie
59-243;AP Ruja;Ruja;;18c;Ruja;legnicki;dolnośląskie
84-230;UP Rumia 1;Rumia;Pomorska;11A;Rumia;wejherowski;pomorskie
84-230;FUP Rumia 1;Rumia;Grunwaldzka;108;Rumia;wejherowski;pomorskie
84-230;FUP Rumia 1;Rumia;Sobieskiego;14;Rumia;wejherowski;pomorskie
84-232;UP Rumia 4;Rumia;Starowiejska;17;Rumia;wejherowski;pomorskie
84-232;FUP Rumia 4;Rumia;Dębogórska;9A;Rumia;wejherowski;pomorskie
84-232;FUP Rumia 4;Rumia;Majkowskiego;13;Rumia;wejherowski;pomorskie
12-120;AP Rumy;Rumy;;85;Dźwierzuty;szczycieński;warmińsko-mazurskie
73-149;AP Runowo;Runowo;;49A;Węgorzyno;łobeski;zachodniopomorskie
11-100;AP Runowo;Runowo;;70;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
97-438;UP Rusiec;Rusiec;Wieluńska;76;Rusiec;bełchatowski;łódzkie
26-411;UP Rusinów;Rusinów;Szkolna;33a/2;Rusinów;przysuski;mazowieckie
26-434;FUP Rusinów;Gielniów;Wolności Pl.;75;Gielniów;przysuski;mazowieckie
26-425;FUP Rusinów;Odrzywół;pl. Kilińskiego;33;Odrzywół;przysuski;mazowieckie
63-235;AP Rusko;Rusko;Koźmińska;24/A;Jaraczewo;jarociński;wielkopolskie
08-210;AP Rusków;Rusków;;90A;Platerów;łosicki;mazowieckie
13-205;AP Ruszkowo;Ruszkowo;;21;Działdowo;działdowski;warmińsko-mazurskie
14-304;AP Ruś;Ruś;;32;Morąg;ostródzki;warmińsko-mazurskie
16-406;UP Rutka-Tartak;Rutka-Tartak;3 Maja;14;Rutka-Tartak;suwalski;podlaskie
16-411;FUP Rutka-Tartak;Szypliszki;Suwalska;25;Szypliszki;suwalski;podlaskie
16-407;FUP Rutka-Tartak;Wiżajny;Wisztyniecka;23A;Wiżajny;suwalski;podlaskie
43-378;AP Rybarzowice;Rybarzowice;Beskidzka;860;Buczkowice;bielski;śląskie
21-065;UP Rybczewice;Rybczewice Drugie;;120;Rybczewice;świdnicki;lubelskie
32-061;AP Rybna;Rybna;Aleksandry Polańskiej;2;Czernichów;krakowski;małopolskie
44-208;AP Rybnik;Rybnik;Gliwicka;29;Rybnik;Rybnik;śląskie
44-204;AP Rybnik;Rybnik;Gotartowicka;21;Rybnik;Rybnik;śląskie
44-250;AP Rybnik;Rybnik;Kuźnicka;pawilon 3;Rybnik;Rybnik;śląskie
44-205;AP Rybnik;Rybnik;1 Maja;93;Rybnik;Rybnik;śląskie
44-200;AP Rybnik;Rybnik;Wiślana;18;Rybnik;Rybnik;śląskie
44-252;AP Rybnik;Rybnik;Żorska;322 A;Rybnik;Rybnik;śląskie
44-200;UP Rybnik 1;Rybnik;Pocztowa;2;Rybnik;Rybnik;śląskie
44-201;UP Rybnik 1;skrytki/przegródki;;;Rybnik;Rybnik;śląskie
44-293;FUP Rybnik 1;Gaszowice;Rydułtowska;6;Gaszowice;rybnicki;śląskie
44-200;FUP Rybnik 1;Jejkowice;Główna;24a;Jejkowice;rybnicki;śląskie
44-290;FUP Rybnik 1;skrytki/przegródki;;;Jejkowice;rybnicki;śląskie
44-200;FUP Rybnik 1;Rybnik;pl. Armii Krajowej;3;Rybnik;Rybnik;śląskie
44-217;FUP Rybnik 1;Rybnik;Władysława Broniewskiego;23;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Gliwicka;134;Rybnik;Rybnik;śląskie
44-209;FUP Rybnik 1;Rybnik;Gliwicka;45;Rybnik;Rybnik;śląskie
44-207;FUP Rybnik 1;skrytki/przegródki;;;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Gminna;10;Rybnik;Rybnik;śląskie
44-213;FUP Rybnik 1;skrytki/przegródki;;;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Kilińskiego;37 C;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Kupiecka;2;Rybnik;Rybnik;śląskie
44-206;FUP Rybnik 1;skrytki/przegródki;;;Rybnik;Rybnik;śląskie
44-211;FUP Rybnik 1;Rybnik;Pocztowa;4;Rybnik;Rybnik;śląskie
44-203;FUP Rybnik 1;Rybnik;Stawowa;9;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Gabrieli Zapolskiej;1;Rybnik;Rybnik;śląskie
44-274;FUP Rybnik 1;skrytki/przegródki;;;Rybnik;Rybnik;śląskie
44-200;FUP Rybnik 1;Rybnik;Żorska;60;Rybnik;Rybnik;śląskie
44-253;UP Rybnik 8;Rybnik;os. Południe;37;Rybnik;Rybnik;śląskie
44-251;FUP Rybnik 8;Rybnik;Sztolniowa;20;Rybnik;Rybnik;śląskie
44-270;UP Rybnik 10;Rybnik;dr. Jana Adamskiego;1;Rybnik;Rybnik;śląskie
44-270;FUP Rybnik 10;Rybnik;Górnośląska;138;Rybnik;Rybnik;śląskie
44-270;FUP Rybnik 10;Rybnik;Ignacego Mościckiego;3;Rybnik;Rybnik;śląskie
44-210;UP Rybnik 15;Rybnik;Grunwaldzka;46;Rybnik;Rybnik;śląskie
13-220;UP Rybno;Rybno;Wyzwolenia;47;Rybno;działdowski;warmińsko-mazurskie
07-208;AP Rybno;Rybno;Wyszkowska;64;Wyszków;wyszkowski;mazowieckie
11-731;AP Rybno k. Mrągowa;Rybno;Długa;23;Sorkwity;mrągowski;warmińsko-mazurskie
69-103;AP Rybocice;Rybocice;;18A;Słubice;słubicki;lubuskie
86-100;AP Rychława;Rychława;;51;Nowe;świecki;kujawsko-pomorskie
63-630;UP Rychtal;Rychtal;Namysłowska;14;Rychtal;kępiński;wielkopolskie
62-570;UP Rychwał k. Konina;Rychwał;Sportowa;1A;Rychwał;koniński;wielkopolskie
44-280;UP Rydułtowy;Rydułtowy;Strzelców Bytomskich;8/12;Rydułtowy;wodzisławski;śląskie
44-285;FUP Rydułtowy;Kornowac;Starowiejska;11;Kornowac;raciborski;śląskie
44-280;FUP Rydułtowy;Rydułtowy;Plebiscytowa;37;Rydułtowy;wodzisławski;śląskie
44-281;FUP Rydułtowy;skrytki/przegródki;;;Rydułtowy;wodzisławski;śląskie
44-280;AP Rydułtowy;Rydułtowy;św. Jacka;6;Rydułtowy;wodzisławski;śląskie
44-280;AP Rydułtowy;Rydułtowy;Obywatelska;Pl. Targowy;Rydułtowy;wodzisławski;śląskie
06-454;AP Rydzewo;Rydzewo;;22A;Ciechanów;ciechanowski;mazowieckie
78-500;AP Rydzewo k. Drawska Pomorskiego;Rydzewo;;13;Drawsko Pomorskie;drawski;zachodniopomorskie
33-160;UP Ryglice;Ryglice;Rynek;9;Ryglice;tarnowski;małopolskie
08-500;UP Ryki;Ryki;Karola Wojtyły;1;Ryki;rycki;lubelskie
08-503;FUP Ryki;Nowodwór;;71A;Nowodwór;rycki;lubelskie
08-540;FUP Ryki;Stężyca;Rokicka;1;Stężyca;rycki;lubelskie
08-504;FUP Ryki;Ułęż;;168;Ułęż;rycki;lubelskie
08-501;AP Ryki;Ryki;Stanisława Poniatowskiego;52;Ryki;rycki;lubelskie
26-065;AP Rykoszyn;Rykoszyn;Świętokrzyska;179;Piekoszów;kielecki;świętokrzyskie
96-233;AP Rylsk;Rylsk;;53;Regnów;rawski;łódzkie
38-480;UP Rymanów;Rymanów;Piłsudskiego;4;Rymanów;krośnieński;podkarpackie
38-485;FUP Rymanów;Jaśliska;;35;Jaśliska;krośnieński;podkarpackie
38-481;FUP Rymanów;Rymanów-Zdrój;Zdrojowa;40;Rymanów;krośnieński;podkarpackie
78-125;UP Rymań;Rymań;Koszalińska;36;Rymań;kołobrzeski;zachodniopomorskie
78-120;FUP Rymań;Gościno;Lipowa;2;Gościno;kołobrzeski;zachodniopomorskie
11-520;UP Ryn;Ryn;Ratuszowa;5;Ryn;giżycki;warmińsko-mazurskie
87-213;AP Ryńsk;Ryńsk;Mikołaja Ryńskiego;21;Ryńsk;wąbrzeski;kujawsko-pomorskie
87-500;UP Rypin 1;Rypin;Mławska;14;Rypin;rypiński;kujawsko-pomorskie
87-522;FUP Rypin 1;Ostrowite;;5;Brzuze;rypiński;kujawsko-pomorskie
87-515;FUP Rypin 1;Rogowo;;44/3;Rogowo;rypiński;kujawsko-pomorskie
87-501;FUP Rypin 1;Rypin;Czesława Lissowskiego;2a;Rypin;rypiński;kujawsko-pomorskie
87-500;FUP Rypin 1;Rypin;Nowa;2;Rypin;rypiński;kujawsko-pomorskie
87-337;FUP Rypin 1;Wąpielsk;;59;Wąpielsk;rypiński;kujawsko-pomorskie
30-149;AP Rząska;Rząska;Balicka;49;Zabierzów;krakowski;małopolskie
98-332;UP Rząśnia;Rząśnia;1 Maja;14;Rząśnia;pajęczański;łódzkie
07-205;UP Rząśnik k. Pułtuska;Rząśnik;Wyszkowska;36;Rząśnik;wyszkowski;mazowieckie
33-163;UP Rzepiennik Strzyżewski;Rzepiennik Strzyżewski;;400;Rzepiennik Strzyżewski;tarnowski;małopolskie
69-110;UP Rzepin;Rzepin;Wojska Polskiego;25;Rzepin;słubicki;lubuskie
42-270;AP Rzerzęczyce k. Radomska;Rzerzęczyce;Skrzydlowska;80;Kłomnice;częstochowski;śląskie
35-317;AP Rzeszów;Rzeszów;Jana Pawła II;38;Rzeszów;Rzeszów;podkarpackie
35-017;UP Rzeszów 1;Rzeszów;Stanisława Moniuszki;1;Rzeszów;Rzeszów;podkarpackie
35-001;UP Rzeszów 2;Rzeszów;Adama Asnyka;9;Rzeszów;Rzeszów;podkarpackie
35-959;UP Rzeszów 2;skrytki/przegródki;;;Rzeszów;Rzeszów;podkarpackie
36-002;FUP Rzeszów 2;Jasionka;;792;Trzebownisko;rzeszowski;podkarpackie
35-001;FUP Rzeszów 2;Krasne;;20B/28;Krasne;rzeszowski;podkarpackie
36-004;FUP Rzeszów 2;Łąka;;172;Trzebownisko;rzeszowski;podkarpackie
35-124;FUP Rzeszów 2;Rzeszów;Lwowska;6;Rzeszów;Rzeszów;podkarpackie
35-010;FUP Rzeszów 2;Rzeszów;al. Józefa Piłsudskiego;44;Rzeszów;Rzeszów;podkarpackie
35-001;FUP Rzeszów 2;Rzeszów;al. Tadeusza Rejtana;69;Rzeszów;Rzeszów;podkarpackie
35-115;FUP Rzeszów 2;Rzeszów;al. Wincentego Witosa;21;Rzeszów;Rzeszów;podkarpackie
36-001;FUP Rzeszów 2;Trzebownisko;;842;Trzebownisko;rzeszowski;podkarpackie
35-042;UP Rzeszów 3;Rzeszów;Jarosława Dąbrowskiego;77;Rzeszów;Rzeszów;podkarpackie
35-046;UP Rzeszów 4;Rzeszów;Hetmańska;14;Rzeszów;Rzeszów;podkarpackie
35-208;UP Rzeszów 5;Rzeszów;Jana Kochanowskiego;27;Rzeszów;Rzeszów;podkarpackie
